n,threshold,hr,category,ate,lower_ci,upper_ci
424,40,10,is_iv,-44.73107082284403,-50.54831070440861,-39.64675730417261
6454,5,11,is_iv,-38.281026771422546,-42.780527554421326,-33.65472110167937
6340,6,11,is_iv,-36.207933038430866,-39.60518923959245,-31.77981593488596
6202,7,11,is_iv,-36.3038431806842,-40.41046922621524,-32.144232327006705
6004,8,11,is_iv,-37.03544535214752,-40.01793031853609,-33.63385589926412
5768,9,11,is_iv,-37.302120427366134,-40.53167784917787,-34.56875434806824
5453,10,11,is_iv,-36.03440747007065,-38.42525446398349,-33.489805088235755
5087,11,11,is_iv,-35.0932416603637,-37.05529928884775,-32.61637841419932
4763,12,11,is_iv,-35.339809348982044,-37.54836657219431,-33.04387402414039
4434,13,11,is_iv,-35.70064187834785,-37.75998482784033,-33.68754737708096
4119,14,11,is_iv,-35.205523359230966,-37.43166080921682,-32.44245100526709
3793,15,11,is_iv,-35.38211421664738,-37.31805096560694,-33.284100201026774
3507,16,11,is_iv,-35.02262487823276,-37.25709816604791,-32.99709549965115
3225,17,11,is_iv,-35.17991319237933,-37.20221644324997,-32.800212457807646
2957,18,11,is_iv,-35.54082502184369,-37.737176927676416,-33.80832591705018
2687,19,11,is_iv,-36.56205538554957,-38.9002494865733,-34.53649113046714
2450,20,11,is_iv,-37.265514251003395,-39.281268355147716,-35.22058434560202
2233,21,11,is_iv,-38.04786955156558,-40.68916296286096,-35.76315236893649
2056,22,11,is_iv,-39.15679554131799,-41.933687127023006,-37.124164162640426
1883,23,11,is_iv,-39.86086879527042,-42.12030360188422,-37.32608019187475
1712,24,11,is_iv,-39.99823033491788,-43.08926760526674,-37.61989302073863
1563,25,11,is_iv,-41.3817349486352,-44.39302251708099,-38.73182799072006
1437,26,11,is_iv,-41.28093450651204,-44.326589107275,-38.918702851561704
1342,27,11,is_iv,-41.16154798116827,-44.39437345328997,-38.69869911843563
1217,28,11,is_iv,-41.171284307188074,-43.84432343381678,-38.886001187469105
1115,29,11,is_iv,-41.279192839790056,-43.66298244651486,-37.82455300527184
1017,30,11,is_iv,-41.243996149072956,-44.174858337730285,-38.651972673126465
941,31,11,is_iv,-42.28417265840844,-44.69206351235363,-39.37377985256714
857,32,11,is_iv,-43.696379823805756,-46.97906568995231,-40.893007075417415
786,33,11,is_iv,-42.89736240939584,-47.34396361463379,-39.867751466345055
714,34,11,is_iv,-43.05313854858784,-46.25680221650143,-39.58410405877348
646,35,11,is_iv,-42.844369412761154,-47.610919875018396,-38.38129581503023
596,36,11,is_iv,-42.85695377779513,-48.477229425082584,-38.54153837482815
550,37,11,is_iv,-43.050482781266936,-47.661149694795284,-39.305990752437054
494,38,11,is_iv,-45.21991611469633,-50.860633586714414,-40.231224183165494
454,39,11,is_iv,-46.411330058835176,-51.591523059056556,-41.342757176053084
419,40,11,is_iv,-44.872995076926514,-49.9523331927779,-39.99444942799471
6186,5,12,is_iv,-39.010201467769974,-44.02287411394914,-33.934716299525405
6067,6,12,is_iv,-38.29933951345896,-43.3373396174492,-33.36722606297377
5931,7,12,is_iv,-36.38294525633117,-40.01993176443844,-33.202890544648625
5755,8,12,is_iv,-37.09204558022563,-40.3458521767528,-34.019355521729096
5524,9,12,is_iv,-37.52117310918834,-40.13013433615674,-35.085587283731826
5247,10,12,is_iv,-36.26857545122448,-38.54350414641351,-33.922668997318425
4957,11,12,is_iv,-36.235590089958635,-38.48967629973629,-33.3918437151157
4613,12,12,is_iv,-35.866177578036115,-37.64524151602282,-33.9010124453597
4294,13,12,is_iv,-36.089589727044824,-38.099801092404505,-34.04857987489902
3963,14,12,is_iv,-36.00961055417113,-37.52611404695759,-33.89143896584173
3668,15,12,is_iv,-35.750095996097684,-37.718276320010034,-33.71558243674724
3416,16,12,is_iv,-35.73272259791028,-38.154843759275536,-33.70708326367486
3156,17,12,is_iv,-35.618461195860306,-37.31676026301113,-33.75894336392162
2896,18,12,is_iv,-36.03687863529302,-37.90291645245304,-33.79398652552783
2666,19,12,is_iv,-36.46282328311577,-38.32479061055878,-34.389077167431594
2475,20,12,is_iv,-37.51616531631336,-39.54738688465835,-35.47464677806653
2283,21,12,is_iv,-37.94254543994742,-39.70737195225405,-36.06230793189249
2072,22,12,is_iv,-38.640788102999295,-40.90937454926643,-36.738923714024025
1900,23,12,is_iv,-39.102226728045395,-41.604863283833765,-37.852180477545204
1736,24,12,is_iv,-39.600723414317116,-42.20532380540433,-37.340336529505606
1599,25,12,is_iv,-39.816265828193025,-42.35425976077133,-37.834038526495874
1459,26,12,is_iv,-40.33792321368648,-42.365815089790374,-38.319172101750155
1333,27,12,is_iv,-39.9349166384917,-42.53566543242073,-37.036486747799785
1228,28,12,is_iv,-39.991123877233576,-42.946731503385365,-37.41672398204676
1130,29,12,is_iv,-40.55953345579209,-43.93527340998338,-37.275514870183684
1032,30,12,is_iv,-41.132580732740365,-44.69139804851406,-38.56510591685526
940,31,12,is_iv,-41.61258542360687,-44.98422082259205,-38.69156583517312
856,32,12,is_iv,-42.900906536434064,-46.899948910780324,-39.64195153707311
800,33,12,is_iv,-42.854959957531776,-46.49944757071685,-39.62119415339828
726,34,12,is_iv,-42.94790510592151,-46.26445097138591,-39.330565127431214
659,35,12,is_iv,-42.939366645840465,-46.28580468589354,-38.53391147603861
609,36,12,is_iv,-43.513063243686474,-47.952863350768695,-39.471507834083155
549,37,12,is_iv,-44.24631317061369,-48.716301171485156,-40.44062716220762
500,38,12,is_iv,-44.566314584844065,-49.809735060653054,-39.905508618407936
454,39,12,is_iv,-44.93690367360986,-49.45912394443093,-39.51145718360053
418,40,12,is_iv,-44.47712505485029,-49.20072300270252,-39.17444072907895
5961,5,13,is_iv,-36.62401418754655,-42.119133961208604,-31.86105397448455
5862,6,13,is_iv,-35.46553672004774,-40.08476475632392,-30.93665485961759
5725,7,13,is_iv,-35.55306617189726,-38.8643910574923,-31.205429944569374
5541,8,13,is_iv,-35.71754454967876,-38.749572897447536,-32.71936916293595
5307,9,13,is_iv,-37.17784587193066,-41.17183603861673,-34.46950757390309
5038,10,13,is_iv,-36.93861439529732,-39.21771282553101,-34.148529404758335
4765,11,13,is_iv,-36.91357508450099,-39.028961420335065,-34.57958970419446
4462,12,13,is_iv,-36.42374730845509,-38.4421407605621,-34.27845727601198
4162,13,13,is_iv,-36.202530471416566,-38.649781966621276,-34.37524579449288
3887,14,13,is_iv,-35.97292335162459,-38.09320216947077,-34.058909011348646
3621,15,13,is_iv,-35.939630764650445,-38.0969226310834,-34.08169716796078
3346,16,13,is_iv,-35.77757962116547,-38.47145553637921,-34.003009640759416
3086,17,13,is_iv,-35.81322908980985,-37.61428614876249,-33.81015494924415
2846,18,13,is_iv,-36.44943983823907,-38.3742575985076,-34.354980721006655
2609,19,13,is_iv,-36.69437349072257,-38.73957972385443,-34.50371681275908
2412,20,13,is_iv,-36.94641395010149,-39.11644062584588,-35.02908668624124
2198,21,13,is_iv,-37.50319444721785,-39.18127696196947,-35.05661977780221
2018,22,13,is_iv,-37.867553566773296,-40.33026491346817,-35.61923959964989
1841,23,13,is_iv,-38.27038709348673,-40.62911530907371,-36.05103679100793
1676,24,13,is_iv,-38.510004379747386,-40.587425089368395,-36.173797885000226
1551,25,13,is_iv,-38.309557627956366,-40.87331209768294,-35.876019759957614
1428,26,13,is_iv,-39.029871716147454,-42.06434363649504,-36.87183125039678
1295,27,13,is_iv,-39.16493327364469,-42.045011339073255,-36.83745040450299
1186,28,13,is_iv,-39.15397566744113,-41.931280148578054,-36.902507900975394
1098,29,13,is_iv,-39.59267193959897,-42.01256971383799,-37.352044085996994
998,30,13,is_iv,-40.3817572518366,-43.005425360996725,-37.32592564745275
899,31,13,is_iv,-40.10794509484779,-43.78915520058868,-36.52833626103964
826,32,13,is_iv,-41.56525267998671,-45.52338504353364,-38.86322101071514
765,33,13,is_iv,-41.36123398238419,-45.20903918710769,-38.1149652109207
699,34,13,is_iv,-41.90147166795069,-45.81280834354388,-38.52509740530246
633,35,13,is_iv,-41.88234129816385,-45.999363373258404,-38.86783058296737
568,36,13,is_iv,-42.10714284616844,-46.197868194603075,-37.83918378104451
518,37,13,is_iv,-42.56696394500133,-47.284571478868315,-38.513328942822966
486,38,13,is_iv,-42.83815993683885,-46.72854992588742,-38.15935421161919
441,39,13,is_iv,-43.00312116626739,-47.27695276059376,-39.27343368659325
397,40,13,is_iv,-43.47197410345214,-49.337773424792715,-38.9604558969404
5782,5,14,is_iv,-38.90515606869798,-44.12265076924794,-33.408150500146775
5665,6,14,is_iv,-36.2059867617659,-40.06018909597992,-32.71950276124875
5555,7,14,is_iv,-36.697365492679495,-40.52661627065419,-33.77199546940636
5378,8,14,is_iv,-36.61945504192198,-40.27955381730794,-33.55730937556396
5177,9,14,is_iv,-35.57801432542976,-39.00260195158634,-33.199503881055165
4920,10,14,is_iv,-35.794770635246095,-38.54536679189246,-32.46082250812728
4637,11,14,is_iv,-35.90430732904366,-38.60007319948454,-33.75684762281506
4339,12,14,is_iv,-35.996040614507166,-39.02247607110476,-33.901006277300155
4061,13,14,is_iv,-35.3622589489776,-37.31068400129274,-33.69384676826232
3780,14,14,is_iv,-35.17333118974403,-36.938664319756356,-33.10017340001514
3496,15,14,is_iv,-35.951749580797866,-37.386040750527854,-34.27255652213444
3248,16,14,is_iv,-35.519390032376236,-37.78568196139426,-33.29966460422219
2986,17,14,is_iv,-35.564257174786036,-37.99100225977617,-33.71965330746738
2764,18,14,is_iv,-36.06003924151065,-38.143709286422165,-33.907041972109596
2537,19,14,is_iv,-36.61514291572081,-38.64494487191328,-34.83030796548789
2330,20,14,is_iv,-37.106017191209276,-39.60650415610007,-34.97571919515144
2137,21,14,is_iv,-36.06272696010976,-38.306744028878455,-33.93938437333338
1972,22,14,is_iv,-36.68946216113508,-39.112376547128264,-34.885272485154104
1817,23,14,is_iv,-37.05739636637037,-39.04761745659985,-35.15860804033113
1647,24,14,is_iv,-36.37323730375775,-39.32057842353237,-34.48366344347011
1521,25,14,is_iv,-37.30789727814803,-39.62876713688277,-34.98383998948313
1389,26,14,is_iv,-38.10489119455087,-40.2714413896164,-35.294387600796256
1265,27,14,is_iv,-38.201833782418845,-41.03411503296823,-35.80971854505901
1154,28,14,is_iv,-38.28032364315763,-41.25218480156397,-34.987802391750535
1050,29,14,is_iv,-39.19769803854959,-42.19871183555301,-36.33731272976118
962,30,14,is_iv,-40.00331367017748,-43.68658556591038,-36.65930843473595
863,31,14,is_iv,-40.280370796233996,-43.27504535242562,-36.97391520772527
792,32,14,is_iv,-40.1273978088733,-43.446460368972964,-37.255804656772995
732,33,14,is_iv,-39.67261047709843,-43.03331034393935,-36.39897474532367
691,34,14,is_iv,-39.88179774452547,-43.445887762759355,-36.13292627461843
622,35,14,is_iv,-40.28484745820069,-44.26960798992246,-36.26627826690836
568,36,14,is_iv,-40.42947891570526,-45.33832223697331,-36.61301527870424
509,37,14,is_iv,-39.686022305102995,-43.93791324845466,-35.8058119121263
471,38,14,is_iv,-40.3142753300383,-46.4970278985391,-35.69859766091537
426,39,14,is_iv,-42.27821645636908,-46.90058733000993,-37.8012057100442
393,40,14,is_iv,-41.73693827155006,-46.73051360515191,-36.979428196473236
5623,5,15,is_iv,-34.615491691546055,-39.575231157470284,-29.757588560459396
5522,6,15,is_iv,-35.50359569584228,-40.65217632101573,-29.705994000860443
5384,7,15,is_iv,-35.00304220783579,-39.16235436404301,-30.698344464967107
5216,8,15,is_iv,-34.20139110937225,-37.63266690279738,-29.727346096481114
5013,9,15,is_iv,-35.18378417366236,-38.22396254736472,-31.65525592916407
4758,10,15,is_iv,-35.05112994337887,-38.4667402254623,-32.503584567139086
4498,11,15,is_iv,-35.41284418205129,-38.0152805972516,-32.90385106846898
4220,12,15,is_iv,-35.861856930852326,-38.62349746656642,-33.951541316308465
3964,13,15,is_iv,-35.44988000156505,-37.717700966512155,-33.383201599249475
3718,14,15,is_iv,-35.07996024573225,-37.18317374994882,-33.46302317669765
3458,15,15,is_iv,-35.461678768925935,-37.68722701547378,-33.38851485520226
3215,16,15,is_iv,-35.733714560633786,-37.68194786735816,-33.7662018504472
2971,17,15,is_iv,-35.29982307434193,-37.56863132017122,-33.37971198707635
2730,18,15,is_iv,-34.72641127938019,-36.57894085312623,-32.687688643264835
2505,19,15,is_iv,-34.512418909644,-36.65232328592489,-32.40744420878039
2314,20,15,is_iv,-35.68179425946491,-37.85537138345643,-34.03430792955615
2107,21,15,is_iv,-35.93020136486243,-37.71061781091092,-33.62062591522479
1947,22,15,is_iv,-36.040150603643525,-38.523163572519536,-34.18654574327388
1787,23,15,is_iv,-36.34048699495412,-38.68881591971726,-34.30806796104133
1649,24,15,is_iv,-36.08782256112161,-38.898057277717754,-33.65229979935711
1514,25,15,is_iv,-36.48145662085207,-39.284537798921974,-33.7336627200107
1369,26,15,is_iv,-36.86232779420763,-39.28884588086194,-34.25450789420728
1247,27,15,is_iv,-37.01343410472532,-39.500722997918245,-34.28315771964972
1135,28,15,is_iv,-37.25717323785415,-40.026668067225756,-35.07788108175919
1041,29,15,is_iv,-37.87930884898606,-40.508895259514475,-35.189130006038454
960,30,15,is_iv,-38.02881472792413,-41.01976956099409,-34.872754156620374
859,31,15,is_iv,-39.34357166849205,-42.56546512549724,-36.324764613658914
784,32,15,is_iv,-39.901263519890335,-43.23298654269553,-36.69129340115305
721,33,15,is_iv,-40.75190100880215,-43.680070517197095,-36.35804048950865
665,34,15,is_iv,-41.5131663949326,-44.87119818285822,-37.92471084011058
602,35,15,is_iv,-42.38779860964979,-46.402298847190195,-38.685814383818894
556,36,15,is_iv,-42.4335996225341,-46.55955562622796,-38.183472242606655
507,37,15,is_iv,-42.51075778255358,-47.963107036630674,-38.56355523525099
458,38,15,is_iv,-41.84870332656581,-46.250591532758136,-37.30777551651076
422,39,15,is_iv,-41.614224510813955,-46.50365516346989,-38.80592454145639
389,40,15,is_iv,-41.401590719168155,-45.70589900753859,-37.99156153171367
5475,5,16,is_iv,-40.14380956760081,-45.10794502480937,-34.96242549967931
5370,6,16,is_iv,-39.991353974919974,-45.01435485697388,-35.50382464932696
5250,7,16,is_iv,-38.622041872913144,-42.74659795749443,-34.745420270299235
5078,8,16,is_iv,-37.51644401386332,-40.73459425213764,-34.97738423368148
4914,9,16,is_iv,-37.221353847045606,-39.84216745977176,-34.014645734586225
4666,10,16,is_iv,-36.6184998734833,-39.105265050775216,-33.444036924733354
4411,11,16,is_iv,-37.6665048524803,-40.05940784728162,-34.49366439445126
4161,12,16,is_iv,-36.64745059533999,-39.082737885430646,-34.378224807121796
3900,13,16,is_iv,-37.09960654075749,-39.60739052109602,-34.34494848498443
3665,14,16,is_iv,-36.603088753105055,-38.301145452446406,-34.713269488076094
3420,15,16,is_iv,-35.681878567591184,-38.48275245808094,-33.99793800984227
3170,16,16,is_iv,-35.78618143218216,-38.42513751489426,-33.51726393256544
2944,17,16,is_iv,-35.260044025570124,-37.454314345538705,-33.2006241686031
2697,18,16,is_iv,-34.885680521793944,-36.83112300824942,-32.91786470034353
2468,19,16,is_iv,-35.26684228350473,-37.83364297908608,-33.06670538031727
2271,20,16,is_iv,-35.52173182366502,-38.029100947730484,-33.41027260153277
2099,21,16,is_iv,-35.08600457363792,-37.79783626981421,-33.22969826530084
1927,22,16,is_iv,-34.89136797931005,-37.13592613648899,-32.718174628121176
1781,23,16,is_iv,-35.26945085558822,-37.12992212414369,-33.45114547589097
1639,24,16,is_iv,-35.25879548192657,-37.545337036750794,-32.73225126694163
1501,25,16,is_iv,-35.92094308465846,-38.18696809642637,-33.62115462409358
1362,26,16,is_iv,-36.0082945231691,-38.386602702728425,-33.902689626986614
1255,27,16,is_iv,-36.586478950655305,-39.514556251749326,-34.12278494805585
1155,28,16,is_iv,-37.20745804296374,-40.129466598761326,-34.259138310672114
1063,29,16,is_iv,-37.388425557929054,-39.7979626012594,-34.38759804004059
970,30,16,is_iv,-37.16831824582067,-41.02267669838602,-34.26762139152663
896,31,16,is_iv,-37.13256575480844,-40.41604213802691,-34.01047650614768
826,32,16,is_iv,-36.149102813703394,-39.36927402870808,-32.772742284682835
755,33,16,is_iv,-35.512130889175154,-39.18366796181195,-32.33511160545248
680,34,16,is_iv,-35.8364349124424,-39.438991095616956,-32.56147547244643
631,35,16,is_iv,-34.8726975033868,-38.68496196810952,-30.879126442605013
571,36,16,is_iv,-35.82807564445238,-40.74193996190894,-31.845347255352152
529,37,16,is_iv,-36.615307396418274,-41.81347114088331,-33.13022977017084
476,38,16,is_iv,-35.91666225982513,-41.033319887336745,-31.265926004518718
443,39,16,is_iv,-36.59756177087684,-42.06095411263078,-32.719876707886044
398,40,16,is_iv,-38.02918856333079,-43.81567997197607,-32.87246455864687
5322,5,17,is_iv,-38.49597134518888,-43.26221675978127,-32.90551693993268
5228,6,17,is_iv,-39.54622467593063,-45.974129015250185,-35.34468934144809
5101,7,17,is_iv,-38.432205467931766,-42.33626829365991,-34.32330412529916
4936,8,17,is_iv,-37.30180521637098,-40.433306223716755,-34.08291085573666
4770,9,17,is_iv,-36.579257035160964,-40.20537732339292,-34.03787669492837
4540,10,17,is_iv,-36.63932239624691,-39.11737168988677,-33.77615348753878
4301,11,17,is_iv,-37.21741347600323,-39.62215724961118,-35.25956545343874
4060,12,17,is_iv,-36.61985453736935,-39.05012669661903,-33.61040088526076
3798,13,17,is_iv,-35.581728386118044,-37.57322218017356,-33.670030742790715
3548,14,17,is_iv,-35.19261750965171,-37.907872674275694,-32.803457409459924
3290,15,17,is_iv,-34.626361487068976,-37.02776551182143,-32.24193559179594
3042,16,17,is_iv,-34.67497011220337,-37.18174885885432,-32.389722645009016
2813,17,17,is_iv,-34.675654961468155,-36.69211934690014,-32.40444969085442
2608,18,17,is_iv,-34.330001734896484,-36.67482521545398,-32.289354396752316
2391,19,17,is_iv,-34.17981982020294,-36.76731826292712,-32.08453233513447
2208,20,17,is_iv,-34.617643237165424,-36.44052457211711,-32.656062327689284
2046,21,17,is_iv,-34.19864363609287,-36.11448044572586,-32.15235436222582
1892,22,17,is_iv,-34.507903638806226,-36.8478094153366,-32.21183931539514
1738,23,17,is_iv,-34.97224362910205,-37.5361899780101,-32.46269362568199
1598,24,17,is_iv,-35.19278739300279,-37.428109379508356,-32.40092245526063
1467,25,17,is_iv,-35.51259436961257,-38.13063909331726,-33.227841792178765
1339,26,17,is_iv,-35.80787097348258,-38.395545663481016,-33.2436083299811
1238,27,17,is_iv,-35.77148226124555,-38.0622495412191,-33.18981527470183
1136,28,17,is_iv,-35.239083537933624,-37.8983134488376,-32.54028193212875
1051,29,17,is_iv,-35.05906802588021,-38.1768685395422,-32.58643276003298
964,30,17,is_iv,-34.99655286839041,-37.915554681707846,-32.21538223992272
882,31,17,is_iv,-36.23214672841618,-39.67836244204776,-33.63081473254533
808,32,17,is_iv,-36.36305018248751,-39.664405162156925,-33.089501130357746
749,33,17,is_iv,-36.17058055758892,-39.99040651574987,-33.09634816437321
676,34,17,is_iv,-36.332710222138246,-40.43357792784971,-32.763429673323515
620,35,17,is_iv,-36.342463208753344,-39.91521053976882,-32.186899009255285
559,36,17,is_iv,-36.23379801268209,-39.98965201087262,-32.426190031168574
510,37,17,is_iv,-36.53791675653895,-42.34693139324281,-32.626585915466876
